# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:02:40,Class A,209938000,56.888598,12.476952,Moored,0.0,0.0,,61.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 01:08:44,Class A,209938000,56.888635,12.476945,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:11:43,Class A,209938000,56.88862,12.476877,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:11:43,Class A,209938000,56.88862,12.476877,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:14:43,Class A,209938000,56.888622,12.476905,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:14:43,Class A,209938000,56.888622,12.476905,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:16:45,Class A,209938000,56.888622,12.476905,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:17:43,Class A,209938000,56.88861,12.476862,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:20:43,Class A,209938000,56.888612,12.476927,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:20:43,Class A,209938000,56.888612,12.476927,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:23:43,Class A,209938000,56.888623,12.476933,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:23:43,Class A,209938000,56.888623,12.476933,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:26:44,Class A,209938000,56.888597,12.4769,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:26:44,Class A,209938000,56.888597,12.4769,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:28:45,Class A,209938000,56.888597,12.4769,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:29:45,Class A,209938000,56.88862,12.476927,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:34:42,Class A,209938000,56.88862,12.476927,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:35:44,Class A,209938000,56.888647,12.477035,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:38:42,Class A,209938000,56.888668,12.476965,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:38:42,Class A,209938000,56.888668,12.476965,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:40:44,Class A,209938000,56.888668,12.476965,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:41:44,Class A,209938000,56.888642,12.476897,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:44:44,Class A,209938000,56.888612,12.476908,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:44:44,Class A,209938000,56.888612,12.476908,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:47:44,Class A,209938000,56.888602,12.476897,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:47:44,Class A,209938000,56.888602,12.476897,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:50:42,Class A,209938000,56.888702,12.47692,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:50:42,Class A,209938000,56.888702,12.47692,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:52:44,Class A,209938000,56.888702,12.47692,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:53:43,Class A,209938000,56.888657,12.476945,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:56:42,Class A,209938000,56.888645,12.477025,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:56:42,Class A,209938000,56.888645,12.477025,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 01:59:43,Class A,209938000,56.88862,12.476907,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:02:42,Class A,209938000,56.888612,12.476957,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:02:42,Class A,209938000,56.888612,12.476957,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:04:44,Class A,209938000,56.888612,12.476957,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:04:44,Class A,209938000,56.888612,12.476957,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:05:44,Class A,209938000,56.888645,12.476952,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:05:44,Class A,209938000,56.888645,12.476952,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:08:44,Class A,209938000,56.888658,12.476933,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:08:44,Class A,209938000,56.888658,12.476933,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:11:45,Class A,209938000,56.888647,12.476937,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:14:43,Class A,209938000,56.888668,12.476975,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:16:45,Class A,209938000,56.888668,12.476975,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:17:42,Class A,209938000,56.88865,12.476933,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:20:41,Class A,209938000,56.888647,12.476968,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:20:41,Class A,209938000,56.888647,12.476968,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:23:45,Class A,209938000,56.888612,12.4769,Moored,0.0,0.0,,60.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:26:42,Class A,209938000,56.888598,12.47696,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:26:42,Class A,209938000,56.888598,12.47696,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:28:44,Class A,209938000,56.888598,12.47696,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:29:42,Class A,209938000,56.888647,12.476957,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:32:42,Class A,209938000,56.888623,12.476975,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:35:42,Class A,209938000,56.88862,12.476897,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:38:44,Class A,209938000,56.888658,12.4769,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:38:44,Class A,209938000,56.888658,12.4769,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:40:42,Class A,209938000,56.888658,12.4769,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:41:42,Class A,209938000,56.888627,12.476903,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:44:44,Class A,209938000,56.888642,12.476922,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:44:44,Class A,209938000,56.888642,12.476922,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:48:40,Class A,209938000,56.888617,12.476955,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:48:40,Class A,209938000,56.888617,12.476955,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:48:47,Class A,209938000,56.888617,12.476957,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:48:47,Class A,209938000,56.888617,12.476957,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:51:43,Class A,209938000,56.88862,12.47693,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:52:43,Class A,209938000,56.88862,12.47693,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
26/11/2024 02:54:43,Class A,209938000,56.888617,12.476968,Moored,0.0,0.0,,61.0,9137296,C4HU2,RIX SPRING,Cargo,,11.0,82.0,GPS,4.6,PL PLC,27/11/2024 22:00:00,AIS,72.0,10.0,5.0,6.0
