# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:02:59,Class A,246541000,57.674368,11.784857,At anchor,0.0,0.2,29.4,195.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 02:09:02,Class A,246541000,57.674262,11.785408,At anchor,0.0,0.0,105.4,215.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:12:00,Class A,246541000,57.674302,11.78529,At anchor,0.0,0.0,105.4,211.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:15:17,Class A,246541000,57.674302,11.78529,At anchor,0.0,0.0,105.4,211.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:17:55,Class A,246541000,57.67428,11.785163,At anchor,0.0,0.0,105.4,195.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:21:02,Class A,246541000,57.67423,11.785403,At anchor,0.0,0.1,105.4,202.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:21:17,Class A,246541000,57.67423,11.785403,At anchor,0.0,0.1,105.4,202.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:23:57,Class A,246541000,57.674193,11.7857,At anchor,0.0,0.1,108.8,214.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:27:01,Class A,246541000,57.674137,11.785842,At anchor,0.0,0.0,108.8,228.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:33:00,Class A,246541000,57.674247,11.78558,At anchor,0.0,0.1,108.8,218.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:39:01,Class A,246541000,57.674247,11.785435,At anchor,0.0,0.0,108.8,204.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:39:17,Class A,246541000,57.674247,11.785435,At anchor,0.0,0.0,108.8,204.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:42:00,Class A,246541000,57.67421,11.785522,At anchor,0.0,0.1,108.8,204.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:45:00,Class A,246541000,57.67419,11.785735,At anchor,0.0,0.1,108.8,213.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:45:17,Class A,246541000,57.67419,11.785735,At anchor,0.0,0.1,108.8,213.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:47:59,Class A,246541000,57.67412,11.785855,At anchor,0.0,0.0,108.8,227.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:51:17,Class A,246541000,57.67412,11.785855,At anchor,0.0,0.0,108.8,227.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:53:57,Class A,246541000,57.674203,11.785688,At anchor,0.0,0.0,108.8,218.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 02:59:57,Class A,246541000,57.674208,11.785622,At anchor,0.0,0.0,108.8,214.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:02:55,Class A,246541000,57.674218,11.78563,At anchor,0.0,0.0,108.8,213.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:03:17,Class A,246541000,57.674218,11.78563,At anchor,0.0,0.0,108.8,213.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:06:00,Class A,246541000,57.674197,11.785705,At anchor,0.0,0.0,108.8,215.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:09:00,Class A,246541000,57.674175,11.785737,At anchor,0.0,0.0,108.8,221.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:09:17,Class A,246541000,57.674175,11.785737,At anchor,0.0,0.0,108.8,221.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:12:00,Class A,246541000,57.674187,11.785682,At anchor,0.0,0.0,108.8,221.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:14:55,Class A,246541000,57.674227,11.785563,At anchor,0.0,0.0,108.8,215.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:15:17,Class A,246541000,57.674227,11.785563,At anchor,0.0,0.0,108.8,215.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:21:17,Class A,246541000,57.674227,11.785563,At anchor,0.0,0.0,108.8,215.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:23:59,Class A,246541000,57.674187,11.78567,At anchor,0.0,0.1,108.8,210.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:27:01,Class A,246541000,57.674155,11.785778,At anchor,0.0,0.0,108.8,226.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:27:17,Class A,246541000,57.674155,11.785778,At anchor,0.0,0.0,108.8,226.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:33:02,Class A,246541000,57.674257,11.785438,At anchor,0.0,0.1,293.3,215.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:33:17,Class A,246541000,57.674257,11.785438,At anchor,0.0,0.1,293.3,215.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:35:55,Class A,246541000,57.674278,11.785375,At anchor,0.0,0.0,293.3,207.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:39:04,Class A,246541000,57.674275,11.785428,At anchor,0.0,0.0,293.3,208.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:39:17,Class A,246541000,57.674275,11.785428,At anchor,0.0,0.0,293.3,208.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:41:57,Class A,246541000,57.67425,11.78549,At anchor,0.0,0.0,293.3,211.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:45:04,Class A,246541000,57.674242,11.785507,At anchor,0.0,0.0,293.3,216.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:47:59,Class A,246541000,57.674262,11.785435,At anchor,0.0,0.0,293.3,214.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:57:17,Class A,246541000,57.674262,11.785435,At anchor,0.0,0.0,293.3,214.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 03:59:59,Class A,246541000,57.674233,11.785573,At anchor,0.0,0.1,293.3,208.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 04:03:17,Class A,246541000,57.674233,11.785573,At anchor,0.0,0.1,293.3,208.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 04:15:04,Class A,246541000,57.674245,11.785488,At anchor,0.0,0.0,293.3,217.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 04:17:58,Class A,246541000,57.67425,11.785477,At anchor,0.0,0.0,293.3,215.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 04:29:59,Class A,246541000,57.67422,11.785637,At anchor,0.0,0.0,293.3,220.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 04:33:05,Class A,246541000,57.674227,11.785555,At anchor,0.0,0.0,293.3,217.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 04:35:58,Class A,246541000,57.67425,11.785472,At anchor,0.0,0.0,293.3,215.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 04:39:05,Class A,246541000,57.674257,11.785458,At anchor,0.0,0.0,293.3,213.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 04:39:17,Class A,246541000,57.674257,11.785458,At anchor,0.0,0.0,293.3,213.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 04:45:04,Class A,246541000,57.674287,11.785348,At anchor,0.0,0.0,293.3,212.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 04:45:17,Class A,246541000,57.674287,11.785348,At anchor,0.0,0.0,293.3,212.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 04:47:59,Class A,246541000,57.674298,11.78526,At anchor,0.0,0.0,293.3,208.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 04:51:17,Class A,246541000,57.674298,11.78526,At anchor,0.0,0.0,293.3,208.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 04:53:57,Class A,246541000,57.67432,11.785173,At anchor,0.0,0.0,293.3,199.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 04:56:55,Class A,246541000,57.674288,11.785237,At anchor,0.0,0.1,293.3,198.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 05:00:00,Class A,246541000,57.67424,11.785465,At anchor,0.0,0.1,293.3,204.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 05:02:59,Class A,246541000,57.674182,11.785692,At anchor,0.0,0.1,293.3,217.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 05:06:00,Class A,246541000,57.674172,11.785748,At anchor,0.0,0.0,293.3,226.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 05:09:00,Class A,246541000,57.674187,11.785643,At anchor,0.0,0.1,293.3,224.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 05:12:00,Class A,246541000,57.674272,11.785423,At anchor,0.0,0.1,303.2,215.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 05:15:00,Class A,246541000,57.67428,11.785315,At anchor,0.0,0.0,303.2,205.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 05:15:17,Class A,246541000,57.67428,11.785315,At anchor,0.0,0.0,303.2,205.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 05:17:58,Class A,246541000,57.674283,11.785333,At anchor,0.0,0.0,303.2,203.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 05:20:59,Class A,246541000,57.674262,11.785452,At anchor,0.0,0.0,303.2,208.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 05:23:58,Class A,246541000,57.674242,11.785483,At anchor,0.0,0.0,303.2,217.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 05:29:58,Class A,246541000,57.674278,11.785408,At anchor,0.0,0.1,303.2,213.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 05:33:18,Class A,246541000,57.674278,11.785408,At anchor,0.0,0.1,303.2,213.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
26/11/2024 05:38:57,Class A,246541000,57.674317,11.785248,At anchor,0.0,0.0,303.2,205.0,9393333,PBQH,THUN GAZELLE,Tanker,,15.0,116.0,GPS,5.0,SE GOT,23/11/2024 20:30:00,AIS,105.0,11.0,14.0,1.0
